"ID","Fecha registro","Estado","Municipio","Fecha hechos","Lugar hechos","Modalidad violencia","Conoce agresor","Hubo drogas","Hubo armas","Violencia Física","Violencia Psicológica","Violencia Sexual","Violencia Patrimonial","Violencia Económica","Violencia Otra"
"1423565","2023-01-12","Michoacán de Ocampo","Morelia","2023-01-12","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","0","0","0","1","0"
"1423660","2023-03-01","Michoacán de Ocampo","Uruapan","2019-09-14","Espacio público","9 - Feminicida","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1423721","2023-02-08","Michoacán de Ocampo","La Piedad","2023-01-16","Espacio particular","1 - Familiar","SI","SI","SI","0","1","0","0","0","0"
"1423825","2023-01-03","Michoacán de Ocampo","Uruapan","2022-12-29","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","1","0"
"1424085","2023-02-23","Michoacán de Ocampo","Morelia","2023-02-02","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1424348","2023-02-20","Michoacán de Ocampo","Jiquilpan","2023-01-01","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","0","0","0","0","0"
"1424546","2023-02-03","Michoacán de Ocampo","Pátzcuaro","2022-09-05","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","0","0","0","1","0"
"1424602","2023-01-17","Michoacán de Ocampo","Morelia","2022-12-07","Espacio público","1 - Familiar","SI","SI","NO","1","1","0","0","1","0"
"1424649","2023-02-14","Michoacán de Ocampo","La Piedad","2023-02-09","Espacio particular","1 - Familiar","NO","NO","NO","0","0","0","0","1","0"
"1424884","2023-03-01","Michoacán de Ocampo","Morelia","2023-01-26","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1425046","2023-01-13","Michoacán de Ocampo","Lázaro Cárdenas","2018-01-16","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","0","0","0","1","0"
"1425786","2023-01-18","Michoacán de Ocampo","Morelia","2022-12-06","Espacio particular","1 - Familiar","SI","SI","Desconocido","0","1","0","0","0","0"
"1425800","2023-03-23","Michoacán de Ocampo","Sahuayo","2023-03-21","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","1","0"
"1425872","2023-03-30","Michoacán de Ocampo","Morelia","2023-03-30","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","1","0","1","1","0"
"1426033","2023-02-21","Michoacán de Ocampo","Morelia","2021-11-02","Espacio público","4 - En la comunidad","NO","Desconocido","Desconocido","0","0","1","0","0","0"
"1426409","2023-02-09","Michoacán de Ocampo","Morelia","2023-02-07","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","0","1","1","0"
"1426452","2023-01-10","Michoacán de Ocampo","Morelia","2023-01-09","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","1","0","0"
"1426749","2023-01-26","Michoacán de Ocampo","Ziracuaretiro","2023-01-10","Espacio particular","1 - Familiar","SI","SI","NO","1","1","1","1","1","0"
"1426803","2023-01-18","Michoacán de Ocampo","Santa Ana Maya","2023-01-18","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","1","1","0"
"1427417","2023-01-27","Michoacán de Ocampo","Morelia","2023-01-27","Espacio público","2 - Laboral","SI","SI","NO","0","1","1","0","0","0"
"1427574","2023-03-08","Michoacán de Ocampo","Uruapan","2022-09-09","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","0","0","0","1","0"
"1427580","2023-03-15","Michoacán de Ocampo","Zamora","2023-02-13","Espacio público","1 - Familiar","NO","Desconocido","NO","0","1","0","0","0","0"
"1427727","2023-02-01","Michoacán de Ocampo","Morelia","2022-12-25","Espacio particular","1 - Familiar","SI","NO","NO","0","0","0","0","1","0"
"1427773","2023-01-30","Michoacán de Ocampo","Tarí­mbaro","2022-12-21","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","0","1","0","0"
"1428218","2023-02-24","Michoacán de Ocampo","Morelia","2023-02-23","Espacio particular","1 - Familiar","SI","SI","SI","1","1","0","0","0","0"
"1428299","2023-02-14","Michoacán de Ocampo","Jiquilpan","2023-02-08","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1428594","2023-03-26","Michoacán de Ocampo","Morelia","2023-03-23","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","0","0"
"1428822","2023-03-01","Michoacán de Ocampo","Morelia","2023-03-01","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1428945","2023-01-11","Michoacán de Ocampo","Morelia","2022-12-10","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","1","0"
"1429153","2023-02-09","Michoacán de Ocampo","Morelia","2021-11-10","Espacio particular","4 - En la comunidad","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1429222","2023-02-07","Michoacán de Ocampo","Morelia","2023-02-03","Espacio particular","1 - Familiar","SI","NO","NO","0","0","0","0","1","0"
"1429883","2023-03-01","Michoacán de Ocampo","Morelia","2022-12-29","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","1","0"
"1430087","2023-03-08","Michoacán de Ocampo","Morelia","2023-03-06","Espacio particular","1 - Familiar","SI","SI","NO","1","0","0","1","1","0"
"1430089","2023-03-06","Michoacán de Ocampo","Morelia","2023-03-06","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","1","0"
"1430157","2023-03-14","Michoacán de Ocampo","Morelia","2023-03-13","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1430311","2023-02-15","Michoacán de Ocampo","Tarí­mbaro","0000-00-00","Espacio público","4 - En la comunidad","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1430625","2023-02-27","Michoacán de Ocampo","Morelia","2022-10-22","Espacio particular","1 - Familiar","SI","Desconocido","SI","0","1","0","0","0","0"
"1430659","2023-02-09","Michoacán de Ocampo","Morelia","2023-02-09","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1431332","2023-02-15","Michoacán de Ocampo","Morelia","2023-02-09","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1431482","2023-01-31","Michoacán de Ocampo","Morelia","2023-01-31","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","1","0"
"1431506","2023-03-23","Michoacán de Ocampo","Uruapan","2023-02-12","Espacio particular","1 - Familiar","SI","SI","SI","1","1","0","1","1","0"
"1431578","2023-03-29","Michoacán de Ocampo","Uruapan","2023-02-18","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","1","0","0","0"
"1431660","2023-03-15","Michoacán de Ocampo","Morelia","2023-03-03","Espacio público","4 - En la comunidad","SI","SI","Desconocido","1","1","1","0","0","0"
"1431681","2023-02-28","Michoacán de Ocampo","Morelia","2023-02-28","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1431834","2023-02-10","Michoacán de Ocampo","Hidalgo","2023-01-20","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1432013","2023-03-15","Michoacán de Ocampo","Hidalgo","2023-02-23","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1432129","2023-01-04","Michoacán de Ocampo","Lázaro Cárdenas","2022-12-10","Espacio particular","4 - En la comunidad","NO","NO","Desconocido","0","1","0","0","0","0"
"1432230","2023-03-01","Michoacán de Ocampo","Morelia","2023-01-25","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","0","0"
"1432857","2023-01-10","Michoacán de Ocampo","Morelia","2022-12-11","Espacio público","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1433019","2023-01-30","Michoacán de Ocampo","Morelia","2022-12-11","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","0","0"
"1433153","2023-01-19","Michoacán de Ocampo","Uruapan","2023-01-15","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","1","0"
"1433372","2023-01-19","Michoacán de Ocampo","Morelia","2023-01-18","Espacio público","3 - Institucional","NO","Desconocido","Desconocido","1","1","0","0","0","0"
"1433413","2023-02-15","Michoacán de Ocampo","Morelia","2023-02-14","Espacio público","1 - Familiar","SI","Desconocido","Desconocido","0","0","1","0","0","0"
"1433428","2023-02-02","Michoacán de Ocampo","Hidalgo","2023-01-29","Espacio particular","1 - Familiar","SI","SI","NO","0","1","1","0","0","0"
"1433806","2023-02-10","Michoacán de Ocampo","Hidalgo","2023-01-20","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1434022","2023-02-28","Michoacán de Ocampo","Morelia","2023-02-27","Espacio particular","1 - Familiar","SI","SI","SI","1","1","0","1","1","0"
"1434060","2023-02-28","Michoacán de Ocampo","Uruapan","2023-01-14","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","1","1","1","0","0"
"1434173","2023-01-20","Michoacán de Ocampo","Tancí­taro","2022-12-22","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","0","1","0"
"1434786","2023-01-17","Michoacán de Ocampo","Morelia","2022-12-13","Espacio particular","1 - Familiar","SI","SI","NO","0","1","0","0","1","0"
"1434831","2023-03-30","Michoacán de Ocampo","Morelia","2023-03-30","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1434946","2023-01-27","Michoacán de Ocampo","Uruapan","2023-01-26","Espacio particular","1 - Familiar","NO","Desconocido","NO","0","1","0","1","0","0"
"1434950","2023-03-29","Michoacán de Ocampo","Morelia","2023-03-28","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1435034","2023-02-15","Michoacán de Ocampo","Jacona","2023-02-07","Espacio particular","4 - En la comunidad","NO","Desconocido","SI","1","0","0","0","0","0"
"1435159","2023-03-29","Michoacán de Ocampo","Uruapan","2023-02-20","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","1","0","1","0","0"
"1436189","2023-03-09","Michoacán de Ocampo","Morelia","2023-03-07","Espacio particular","1 - Familiar","SI","NO","NO","0","0","0","0","1","0"
"1436307","2023-01-26","Michoacán de Ocampo","Morelia","2023-01-26","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1436362","2023-02-20","Michoacán de Ocampo","Zamora","2020-07-16","Espacio público","9 - Feminicida","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1436394","2023-03-24","Michoacán de Ocampo","Morelia","2023-03-16","Espacio particular","1 - Familiar","SI","NO","Desconocido","0","1","0","0","0","0"
"1436546","2023-03-27","Michoacán de Ocampo","Huetamo","2023-03-24","Espacio particular","1 - Familiar","SI","SI","SI","0","1","0","0","0","0"
"1436649","2023-02-15","Michoacán de Ocampo","Uruapan","2022-11-15","Espacio público","1 - Familiar","SI","NO","Desconocido","0","1","0","1","0","0"
"1436728","2023-03-06","Michoacán de Ocampo","Morelia","2023-03-05","Espacio particular","1 - Familiar","SI","SI","NO","1","0","0","0","0","0"
"1437077","2023-01-02","Michoacán de Ocampo","Lázaro Cárdenas","2022-12-22","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","0","1","0"
"1437241","2023-03-30","Michoacán de Ocampo","Morelia","2023-03-30","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","0","0"
"1437305","2023-03-02","Michoacán de Ocampo","Uruapan","2022-12-09","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","1","0"
"1437501","2023-02-28","Michoacán de Ocampo","Uruapan","2023-02-18","Espacio público","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1437902","2023-03-15","Michoacán de Ocampo","Uruapan","2023-01-31","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","0","0","1","0","0"
"1438296","2023-03-27","Michoacán de Ocampo","Morelia","2023-03-22","Espacio particular","1 - Familiar","NO","NO","NO","0","0","0","0","1","0"
"1438642","2023-03-07","Michoacán de Ocampo","La Piedad","2023-02-08","Espacio particular","1 - Familiar","NO","NO","NO","1","0","0","0","0","0"
"1438680","2023-02-27","Michoacán de Ocampo","Hidalgo","2023-01-23","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1438762","2023-01-25","Michoacán de Ocampo","Uruapan","2023-01-23","Espacio particular","1 - Familiar","SI","SI","NO","0","1","0","0","1","1"
"1438814","2023-03-27","Michoacán de Ocampo","Morelia","2017-07-14","Transporte privado","4 - En la comunidad","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1439225","2023-01-18","Michoacán de Ocampo","Morelia","2023-01-17","Espacio particular","4 - En la comunidad","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1439507","2023-03-08","Michoacán de Ocampo","Charo","2023-03-07","Espacio particular","1 - Familiar","SI","NO","NO","0","1","1","0","0","0"
"1439515","2023-01-23","Michoacán de Ocampo","Zitácuaro","2022-12-30","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","1","0"
"1439889","2023-01-18","Michoacán de Ocampo","Charo","2022-11-11","Espacio particular","1 - Familiar","SI","NO","SI","1","1","0","0","0","0"
"1440021","2023-01-12","Michoacán de Ocampo","Uruapan","2022-11-08","Espacio particular","1 - Familiar","SI","NO","SI","1","1","0","0","0","0"
"1440601","2023-02-22","Michoacán de Ocampo","Morelia","2023-01-01","Espacio particular","1 - Familiar","SI","SI","SI","1","1","0","0","0","0"
"1440618","2023-02-14","Michoacán de Ocampo","Uruapan","2023-01-22","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1440679","2023-02-23","Michoacán de Ocampo","Uruapan","2022-12-04","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","1","1","0"
"1440957","2023-02-02","Michoacán de Ocampo","Morelia","2022-11-07","Espacio particular","1 - Familiar","SI","NO","NO","1","1","1","1","1","0"
"1441055","2023-01-10","Michoacán de Ocampo","Morelia","2022-12-11","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","0","0","0"
"1441514","2023-02-13","Michoacán de Ocampo","Morelia","2023-02-10","Espacio particular","4 - En la comunidad","SI","SI","SI","1","1","0","1","0","0"
"1441793","2023-02-08","Michoacán de Ocampo","Morelia","2023-02-07","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","0","1","0","0","0"
"1442190","2023-02-24","Michoacán de Ocampo","Morelia","2023-02-23","Espacio particular","1 - Familiar","NO","SI","NO","0","1","0","0","0","0"
"1442443","2023-02-02","Michoacán de Ocampo","Huandacareo","2022-12-28","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","1","0"
"1442542","2023-03-30","Michoacán de Ocampo","Uruapan","2022-05-05","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1442792","2023-01-25","Michoacán de Ocampo","Morelia","2023-01-23","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","0","0","0","0","0"
"1442795","2023-03-31","Michoacán de Ocampo","Morelia","2023-03-28","Espacio particular","1 - Familiar","SI","SI","SI","1","1","0","1","1","0"
"1443235","2023-02-16","Michoacán de Ocampo","Morelia","2023-02-16","Espacio particular","1 - Familiar","NO","NO","NO","0","0","0","0","0","1"
"1443376","2023-02-20","Michoacán de Ocampo","Morelia","2023-01-05","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","0","0"
"1443481","2023-02-22","Michoacán de Ocampo","Morelia","2023-01-07","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","1","1","0"
"1443717","2023-03-27","Michoacán de Ocampo","Morelos","2023-03-21","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","0","0","0","0","1"
"1443892","2023-02-13","Michoacán de Ocampo","Hidalgo","2023-01-12","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1444739","2023-01-27","Michoacán de Ocampo","Maravatí­o","2023-01-24","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1445112","2023-01-10","Michoacán de Ocampo","Morelia","2023-01-02","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","0","0","0","0","0"
"1445243","2023-02-20","Michoacán de Ocampo","Morelia","2023-02-20","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1445331","2023-02-01","Michoacán de Ocampo","Morelia","2022-12-25","Espacio particular","1 - Familiar","SI","SI","NO","0","1","0","0","0","0"
"1445979","2023-02-01","Michoacán de Ocampo","Sahuayo","2023-01-28","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","0","0","0","0"
"1446093","2023-02-18","Michoacán de Ocampo","Queréndaro","2023-02-16","Espacio particular","1 - Familiar","SI","SI","Desconocido","0","1","0","0","0","0"
"1446117","2023-02-22","Michoacán de Ocampo","Morelia","2022-10-15","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1446221","2023-01-25","Michoacán de Ocampo","Morelia","2023-01-25","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1446277","2023-01-19","Michoacán de Ocampo","Tarí­mbaro","2022-01-10","Espacio particular","1 - Familiar","SI","SI","SI","0","1","0","0","1","0"
"1446376","2023-03-27","Michoacán de Ocampo","Morelia","2023-03-23","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1446422","2023-02-03","Michoacán de Ocampo","Morelia","2023-02-03","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1446690","2023-02-02","Michoacán de Ocampo","La Piedad","2023-01-19","Transporte privado","1 - Familiar","NO","NO","NO","1","0","0","0","0","0"
"1446882","2023-03-28","Michoacán de Ocampo","Morelia","2023-03-27","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","0","0"
"1446985","2023-02-23","Michoacán de Ocampo","Morelia","2023-02-21","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","1","1","0","1","1","0"
"1447111","2023-02-22","Michoacán de Ocampo","Zamora","2022-12-27","Espacio particular","1 - Familiar","SI","Desconocido","SI","0","1","0","0","1","0"
"1447122","2023-03-19","Michoacán de Ocampo","Jacona","2023-03-06","Espacio público","4 - En la comunidad","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1447375","2023-01-20","Michoacán de Ocampo","Morelia","2023-01-20","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1447625","2023-02-07","Michoacán de Ocampo","Tacámbaro","2023-01-22","Espacio público","1 - Familiar","SI","SI","NO","1","0","1","1","1","0"
"1447638","2023-01-31","Michoacán de Ocampo","Morelia","2023-01-30","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","1","1","0"
"1448079","2023-02-08","Michoacán de Ocampo","La Piedad","2023-01-29","Espacio particular","1 - Familiar","NO","NO","NO","1","0","0","0","0","0"
"1448139","2023-03-06","Michoacán de Ocampo","Morelia","2023-03-03","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","0","0"
"1448297","2023-02-10","Michoacán de Ocampo","Zamora","2022-09-19","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","0","1","1","0"
"1448376","2023-01-09","Michoacán de Ocampo","Aporo","2022-01-21","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1448647","2023-02-02","Michoacán de Ocampo","Morelia","2023-02-01","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1448672","2023-01-19","Michoacán de Ocampo","Morelia","2022-12-15","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","0","0","0"
"1449285","2023-03-01","Michoacán de Ocampo","Copándaro","2023-02-01","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","1","0","0","0"
"1449588","2023-02-07","Michoacán de Ocampo","Uruapan","2022-12-27","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","1","0","1","0"
"1449623","2023-02-09","Michoacán de Ocampo","Hidalgo","2023-01-06","Espacio particular","1 - Familiar","NO","Desconocido","Desconocido","0","1","0","0","0","0"
"1449666","2023-01-30","Michoacán de Ocampo","Uruapan","2022-01-10","Espacio particular","1 - Familiar","NO","NO","NO","1","1","1","0","1","0"
"1449752","2023-03-02","Michoacán de Ocampo","Morelia","2023-03-02","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1449794","2023-01-10","Michoacán de Ocampo","Uruapan","2022-10-29","Espacio particular","1 - Familiar","SI","NO","SI","1","1","0","0","0","0"
"1450092","2023-02-28","Michoacán de Ocampo","Uruapan","2022-12-11","Espacio público","1 - Familiar","SI","SI","NO","1","1","0","0","1","0"
"1450274","2023-02-01","Michoacán de Ocampo","Sahuayo","2023-01-28","Espacio particular","1 - Familiar","SI","SI","Desconocido","1","1","0","0","0","0"
"1450835","2023-02-15","Michoacán de Ocampo","Morelia","2023-02-14","Espacio particular","1 - Familiar","SI","SI","Desconocido","0","0","1","0","0","0"
"1450913","2023-01-23","Michoacán de Ocampo","Hidalgo","2022-12-28","Espacio particular","1 - Familiar","NO","SI","Desconocido","1","1","0","0","1","0"
"1451040","2023-03-30","Michoacán de Ocampo","Morelia","2020-11-27","Espacio particular","4 - En la comunidad","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1451268","2023-02-20","Michoacán de Ocampo","Morelia","2022-11-15","Espacio particular","1 - Familiar","SI","NO","Desconocido","1","1","0","0","0","0"
"1451397","2023-02-24","Michoacán de Ocampo","Uruapan","2022-12-06","Transporte privado","1 - Familiar","SI","NO","NO","1","1","0","1","1","0"
"1451456","2023-03-23","Michoacán de Ocampo","Tarí­mbaro","2023-03-17","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1451471","2023-02-28","Michoacán de Ocampo","Zamora","2023-01-30","Espacio público","1 - Familiar","SI","NO","NO","1","1","0","1","1","0"
"1451736","2023-03-27","Michoacán de Ocampo","Morelia","2022-07-24","Espacio público","4 - En la comunidad","NO","Desconocido","Desconocido","1","0","0","0","0","0"
"1451805","2023-03-29","Michoacán de Ocampo","Uruapan","2023-02-23","Espacio particular","1 - Familiar","NO","SI","Desconocido","1","1","0","0","0","0"
"1452735","2023-01-03","Michoacán de Ocampo","Hidalgo","2021-12-27","Espacio particular","1 - Familiar","SI","SI","SI","0","1","0","0","0","0"
"1453116","2023-01-03","Michoacán de Ocampo","Morelia","2022-12-31","Espacio particular","1 - Familiar","SI","SI","NO","1","1","0","0","0","0"
"1453303","2023-02-15","Michoacán de Ocampo","Huetamo","2022-02-12","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","1","0"
